id_jugador;nombre_jugador;id_equipo;estado;score_temporada;score_reciente;evolucion
47574;Moi Gómez;727;Rendimiento Bajo;4.69;4.23;-0.46
146751;Raúl García;727;Pocos minutos;4.53;0.0;0.0
182592;Jorge Herrando;727;Estable;4.55;4.77;0.22
381197;Asier Osambela;727;Pocos minutos;4.62;0.0;0.0
182621;Iker Muñoz;727;Estable;4.26;4.1;-0.16
46667;Kike Barja;727;Pocos minutos;4.24;0.0;0.0
183848;Julen Agirrezabala;532;Rendimiento Bajo;4.39;3.98;-0.41
47251;D. Foulquier;532;Estable;4.27;4.16;-0.11
333672;César Tárrega;532;Estable;4.6;4.45;-0.15
181582;Copete;532;Estable;4.61;4.78;0.17
918;José Gayà;532;Estable;4.4;4.65;0.25
46933;Luis Rioja;532;Estable;4.7;4.63;-0.08
315699;Javi Guerra;532;Pocos minutos;4.55;0.0;0.0
47463;Pepelu;532;Rendimiento Alto;5.1;5.4;0.3
162127;Diego López;532;Estable;4.52;4.24;-0.28
1708;Dani Raba;532;Pocos minutos;4.17;0.0;0.0
47264;Hugo Duro;532;Estable;4.52;4.63;0.11
83;A. Danjuma;532;Estable;4.57;4.48;-0.09
41157;André Almeida;532;Estable;4.87;4.72;-0.15
162175;Jesús Vázquez;532;Rendimiento Alto;4.52;4.91;0.39
21153;B. Santamaría;532;Pocos minutos;4.81;0.0;0.0
48465;F. Ugrinic;532;Estable;4.67;4.83;0.16
916;M. Diakhaby;532;Estable;4.82;4.76;-0.06
48372;E. Cömert;532;Pocos minutos;5.06;0.0;0.0
47269;Álex Remiro;548;Estable;4.25;4.43;0.18
199044;J. Aramburu;548;Estable;4.82;4.98;0.15
47314;Zubeldia;548;Estable;4.51;4.49;-0.01
1902;D. Ćaleta-Car;548;Estable;4.6;4.4;-0.2
47303;Aihen Muñoz;548;Pocos minutos;4.2;0.0;0.0
183744;Beñat Turrientes;548;Estable;4.78;5.04;0.26
290106;Pablo Marín;548;Estable;4.22;4.44;0.23
32862;T. Kubo;548;Rendimiento Alto;5.29;6.09;0.79
47440;Brais Méndez;548;Estable;4.99;4.71;-0.29
47317;Barrenetxea;548;Rendimiento Bajo;4.94;4.2;-0.74
47323;Mikel Oyarzabal;548;Rendimiento Alto;5.03;5.43;0.4
47298;Elustondo;548;Pocos minutos;4.05;0.0;0.0
61774;O. Óskarsson;548;Estable;4.43;4.43;0.0
23;Sergio Gómez;548;Estable;4.78;4.61;-0.17
183699;Urko González;540;Estable;4.48;4.64;0.16
925;Gonçalo Guedes;548;Rendimiento Alto;4.83;5.25;0.42
405073;Jon Martín;548;Estable;4.87;4.95;0.08
182546;Jon Pacheco;542;Estable;4.75;4.75;0.0
7332;L. Sučić;548;Estable;4.18;4.24;0.05
288384;Mikel Goti;548;Pocos minutos;4.02;0.0;0.0
183748;Jon Karrikaburu;548;Pocos minutos;3.86;0.0;0.0
278619;Luíz Júnior;533;Rendimiento Bajo;4.64;4.3;-0.34
311773;S. Mouriño;533;Estable;5.09;4.98;-0.11
166;J. Foyth;533;Estable;4.94;4.98;0.03
237066;Rafa Marín;533;Estable;4.9;4.75;-0.15
70500;Sergi Cardona;533;Rendimiento Bajo;4.53;4.04;-0.5
3246;N. Pépé;533;Rendimiento Bajo;4.98;4.63;-0.36
47541;Santi Comesaña;533;Estable;4.89;4.84;-0.05
20696;P. Gueye;533;Rendimiento Bajo;4.88;4.38;-0.51
184226;Yeremy Pino;533;Pocos minutos;5.44;0.0;0.0
1707;Gerard Moreno;533;Rendimiento Bajo;4.93;4.57;-0.36
378284;Etta Eyong;539;Rendimiento Bajo;4.9;4.22;-0.69
51016;T. Buchanan;533;Estable;4.98;4.79;-0.19
928;Dani Parejo;533;Estable;4.83;4.91;0.08
182519;Alberto Moleiro;533;Rendimiento Alto;5.03;5.37;0.33
1702;Pedraza;533;Estable;4.77;4.69;-0.08
49;T. Partey;533;Estable;4.44;4.72;0.28
435552;Pau Navarro;533;Estable;4.7;4.89;0.19
290740;Ilias Akhomach;728;Pocos minutos;4.5;0.0;0.0
1461;Denis Suárez;542;Estable;4.77;4.76;-0.01
46673;Aarón Escandell;718;Rendimiento Bajo;5.22;4.65;-0.56
46657;Nacho Vidal;718;Rendimiento Alto;4.53;5.01;0.48
107140;Oier Luengo;718;Pocos minutos;4.58;0.0;0.0
46966;Dani Calvo;718;Pocos minutos;4.69;0.0;0.0
295223;R. Alhassane;718;Estable;4.59;4.62;0.03
3608;K. Sibo;718;Estable;4.26;4.2;-0.06
182486;Alberto Reina;718;Estable;4.56;4.81;0.25
20844;H. Hassan;718;Estable;4.7;4.9;0.2
38699;L. Ilić;718;Pocos minutos;4.08;0.0;0.0
266202;I. Chaira;718;Estable;4.46;4.75;0.29
2461;S. Rondón;718;Estable;4.41;4.31;-0.1
402580;Marco Esteban;718;Pocos minutos;3.78;0.0;0.0
51530;F. Viñas;718;Rendimiento Alto;4.92;5.45;0.53
1695;Santi Cazorla;718;Pocos minutos;4.59;0.0;0.0
19613;O. Ejaria;718;Pocos minutos;4.25;0.0;0.0
128398;Oihan Sancet;531;Estable;4.45;4.4;-0.05
182617;Beñat Prados;531;Pocos minutos;4.47;0.0;0.0
332308;Unai Gómez;531;Estable;4.27;4.53;0.26
46973;Josan;797;Estable;4.55;4.33;-0.22
521;R. Lewandowski;529;Rendimiento Bajo;4.63;4.04;-0.6
286796;Damián Rodríguez;538;Pocos minutos;4.25;0.0;0.0
30924;M. Kumbulla;798;Estable;4.25;4.25;-0.0
47527;S. Dimitrievski;532;Estable;4.62;4.62;0.0
359603;L. Koleosho;540;Pocos minutos;4.42;0.0;0.0
287654;Jon Gorrotxategi;548;Estable;4.78;4.86;0.09
268960;A. Zakharyan;548;Estable;4.14;4.43;0.29
2285;A. Rüdiger;541;Estable;4.61;4.6;-0.01
47429;David Costas;718;Estable;4.7;4.73;0.03
2922;L. Dendoncker;718;Pocos minutos;4.66;0.0;0.0
2762;J. Brekalo;718;Rendimiento Alto;4.41;4.76;0.36
885;E. Bailly;718;Pocos minutos;4.78;0.0;0.0
30927;S. Colombatto;718;Estable;4.8;4.75;-0.05
184194;Álex Forés;718;Pocos minutos;3.92;0.0;0.0
48471;R. Vargas;536;Estable;4.93;4.96;0.03
46795;Domingos Duarte;546;Estable;4.47;4.58;0.11
47472;Borja Mayoral;546;Rendimiento Bajo;4.46;4.07;-0.39
336671;Renato Veiga;533;Estable;4.47;4.59;0.12
297304;D. Camara;547;Pocos minutos;4.12;0.0;0.0
47547;Álex Moreno;547;Estable;4.46;4.72;0.26
20;A. Witsel;547;Estable;4.75;4.78;0.03
2617;C. Stuani;547;Rendimiento Alto;4.51;4.89;0.37
300885;N. Deossa;543;Estable;4.9;5.03;0.13
47302;Diego Llorente;543;Pocos minutos;5.03;0.0;0.0
47341;Marc Roca;543;Estable;4.61;4.86;0.25
351587;T. Oluwaseyi;533;Pocos minutos;4.32;0.0;0.0
162473;Arnau Tenas;533;Pocos minutos;3.64;0.0;0.0
2741;M. Ryan;539;Estable;4.88;5.08;0.21
182603;Jon Ander Olasagasti;539;Pocos minutos;4.47;0.0;0.0
282054;C. Riedel;540;Pocos minutos;4.94;0.0;0.0
48555;C. Pickel;540;Pocos minutos;4.19;0.0;0.0
288800;Iker Benito;727;Pocos minutos;4.82;0.0;0.0
11421;G. Suazo;536;Estable;4.91;4.91;-0.0
119213;Alfon González;536;Pocos minutos;4.58;0.0;0.0
557;O. Vlachodimos;536;Estable;4.6;4.65;0.05
341453;Oso;536;Estable;4.47;4.47;0.0
181701;Gerard Martín;529;Estable;4.85;4.62;-0.22
851;W. Szczęsny;529;Pocos minutos;4.54;0.0;0.0
190485;Samú Costa;798;Estable;5.04;5.25;0.2
491248;Jan Virgili;798;Rendimiento Bajo;4.81;4.28;-0.53
41970;David Carmo;718;Estable;4.83;4.63;-0.19
138776;L. Ramazani;532;Pocos minutos;4.13;0.0;0.0
608;L. Boyé;542;Estable;4.84;4.89;0.05
26315;N. González;530;Estable;4.72;4.49;-0.23
180496;G. Mikautadze;533;Estable;4.55;4.77;0.22
18906;Ayoze Pérez;533;Rendimiento Alto;4.6;4.9;0.3
697;M. Solomon;533;Pocos minutos;4.42;0.0;0.0
338958;R. Bardghji;529;Pocos minutos;4.86;0.0;0.0
433396;Marc Bernal;529;Pocos minutos;4.24;0.0;0.0
1482;Thierry Correia;532;Estable;4.49;4.43;-0.06
6010;L. Beltrán;532;Rendimiento Alto;4.4;4.88;0.48
47988;C. Starfelt;538;Estable;4.77;5.02;0.25
129678;A. Ounahi;547;Estable;5.96;5.75;-0.21
161670;V. Vanat;547;Estable;4.41;4.5;0.09
2061;Bryan Gil;547;Estable;4.53;4.69;0.16
547;D. van de Beek;547;Pocos minutos;4.05;0.0;0.0
155;Abel Ruiz;547;Pocos minutos;4.3;0.0;0.0
26302;Pablo Maffeo;798;Rendimiento Bajo;4.9;4.48;-0.42
18794;Kiko Femenía;546;Estable;4.74;4.59;-0.15
46813;A. Abqar;546;Estable;4.98;4.72;-0.26
284441;A. Kamara;546;Pocos minutos;4.02;0.0;0.0
41976;Y. Neyou;546;Pocos minutos;3.74;0.0;0.0
182636;Javi López;718;Estable;4.49;4.31;-0.18
131548;Lucas Ahijado;718;Estable;5.01;4.85;-0.15
20817;G. Koyalipou;539;Pocos minutos;4.22;0.0;0.0
125239;K. Arriaga;539;Estable;4.76;4.61;-0.14
